"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorLevenshtein record1Value","[0] BookTitleComparatorLevenshtein record2Value","[0] BookTitleComparatorLevenshtein record1PreprocessedValue","[0] BookTitleComparatorLevenshtein record2PreprocessedValue","[0] BookTitleComparatorLevenshtein similarity","[0] BookTitleComparatorLevenshtein postproccesedSimilarity","[1] BookAuthorComparatorMongeElkan record1Value","[1] BookAuthorComparatorMongeElkan record2Value","[1] BookAuthorComparatorMongeElkan record1PreprocessedValue","[1] BookAuthorComparatorMongeElkan record2PreprocessedValue","[1] BookAuthorComparatorMongeElkan similarity","[1] BookAuthorComparatorMongeElkan postproccesedSimilarity"
"LinearCombinationMatchingRule","Amazon_4003","Covers_37492","0.18461538461538463",,"How to Win Friends and Influence People","How to Make Nothing but Money: Discovering Your Hidden Opportunities for Wealth","How to Win Friends and Influence People","How to Make Nothing but Money: Discovering Your Hidden Opportunities for Wealth","0.2784810126582279","0.0","Dale Carnegie","Dave Del Dotto","Dale Carnegie","Dave Del Dotto","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","Amazon_8125","Covers_4251","0.0",,"The Pocket Oxford Classical Greek Dictionary","The Poky Little Puppy Little Golden Book","The Pocket Oxford Classical Greek Dictionary","The Poky Little Puppy Little Golden Book","0.2727272727272727","0.0","James Morwood","Janette Sebring Lowrey","James Morwood","Janette Sebring Lowrey","0.27692307692307694","0.0"
"LinearCombinationMatchingRule","Amazon_22079","Covers_28890","0.26666666666666666",,"The Morris Minor","The Modern Us War Machine: An Encyclopedia of American Military Equipment and Strategy","The Morris Minor","The Modern Us War Machine: An Encyclopedia of American Military Equipment and Strategy","0.16279069767441856","0.0","Ray Newell","Ray Bonds","Ray Newell","Ray Bonds","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","Amazon_13945","Covers_21420","0.5139354838709678",,"The Complete Book Of Numerology","The Coffee Trader","The Complete Book Of Numerology","The Coffee Trader","0.3548387096774194","0.3548387096774194","David A. Phillips","David Liss","David A. Phillips","David Liss","0.62","0.62"
"LinearCombinationMatchingRule","Amazon_4491","Covers_42291","0.77",,"Harry Potter and the Prisoner of Azkaban","Harry Potter y la cámara secreta","Harry Potter and the Prisoner of Azkaban","Harry Potter y la cámara secreta","0.42500000000000004","0.42500000000000004","J. K. Rowling","J. K. Rowling","J. K. Rowling","J. K. Rowling","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_20431","Covers_6147","1.0",,"The Complete Woodcuts of Albrecht Durer","The Complete Woodcuts of Albrecht Durer","The Complete Woodcuts of Albrecht Durer","The Complete Woodcuts of Albrecht Durer","1.0","1.0","Albrecht Durer","Albrecht Durer","Albrecht Durer","Albrecht Durer","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_7691","Covers_6597","0.8857142857142857",,"Brian's Hunt","Brian's Winter","Brian's Hunt","Brian's Winter","0.7142857142857143","0.7142857142857143","Gary Paulsen","GARY PAULSEN","Gary Paulsen","GARY PAULSEN","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_3293","Covers_32645","0.0",,"The King's Speech","The Killing Bee: A Jacob Burns Mystery (Jacob Burns Mysteries)","The King's Speech","The Killing Bee: A Jacob Burns Mystery (Jacob Burns Mysteries)","0.20967741935483875","0.0","Mark Logue","Matt Witten","Mark Logue","Matt Witten","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_12275","Covers_1094","0.14339622641509436",,"How to Grow Perennial Vegetables","How to Cook Everything: Simple Recipes for Great Food","How to Grow Perennial Vegetables","How to Cook Everything: Simple Recipes for Great Food","0.3584905660377359","0.3584905660377359","Martin Crawford","Mark  Bittman","Martin Crawford","Mark  Bittman","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","Amazon_11071","Covers_28290","0.16842105263157894",,"The Highly Sensitive Child","The High Jump: A New Zealand Childhood","The Highly Sensitive Child","The High Jump: A New Zealand Childhood","0.42105263157894735","0.42105263157894735","Elaine N. Aron","Elizabeth Knox","Elaine N. Aron","Elizabeth Knox","0.18571428571428572","0.0"
"LinearCombinationMatchingRule","Amazon_15387","Covers_5509","0.5203252032520325",,"The Collected Poems of William Wordsworth","The Collected Poems of W. B. Yeats","The Collected Poems of William Wordsworth","The Collected Poems of W. B. Yeats","0.6341463414634146","0.6341463414634146","William Wordsworth","William Butler Yeats","William Wordsworth","William Butler Yeats","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","Amazon_18603","Covers_10848","0.0",,"The Complete Book Of Five Rings","The Complete Illustrated Guide to Massage: A Step-By-Step Approach to the Healing Art of Touch (Complete Illustrated Guide to)","The Complete Book Of Five Rings","The Complete Illustrated Guide to Massage: A Step-By-Step Approach to the Healing Art of Touch (Complete Illustrated Guide to)","0.19047619047619047","0.0","Miyamoto Musashi","Mitchell Stewart","Miyamoto Musashi","Mitchell Stewart","0.1625","0.0"
"LinearCombinationMatchingRule","Amazon_21575","Covers_7152","0.0",,"How To Draw Caricatures","How to Have Confidence and Power in Dealing With People","How To Draw Caricatures","How to Have Confidence and Power in Dealing With People","0.2727272727272727","0.0","Lenn Redman","Les Giblin","Lenn Redman","Les Giblin","0.26","0.0"
"LinearCombinationMatchingRule","Amazon_4838","Covers_38059","0.7057142857142857",,"Harry Potter and the Goblet of Fire","Harry Potter y El Caliz de Fuego","Harry Potter and the Goblet of Fire","Harry Potter y El Caliz de Fuego","0.5142857142857142","0.5142857142857142","J.K. Rowling","J. K. Rowling","J.K. Rowling","J. K. Rowling","0.8333333333333334","0.8333333333333334"
"LinearCombinationMatchingRule","Amazon_16607","Covers_34707","0.12972972972972974",,"Going to Pieces without Falling Apart","Going Down Fast","Going to Pieces without Falling Apart","Going Down Fast","0.32432432432432434","0.32432432432432434","Mark (Mark William) Epstein","Marge Piercy","Mark (Mark William) Epstein","Marge Piercy","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_17556","Covers_32228","0.13333333333333336",,"The Pillars of the Earth","The Pigs' Picnic","The Pillars of the Earth","The Pigs' Picnic","0.33333333333333337","0.33333333333333337","Ken Follett","Keiko Kasza","Ken Follett","Keiko Kasza","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_9304","Covers_15240","0.4106583072100314",,"The Cook's Companion,","The Complete 30 Days of Night","The Cook's Companion,","The Complete 30 Days of Night","0.3448275862068966","0.3448275862068966","Stephanie Alexander","Steve Niles","Stephanie Alexander","Steve Niles","0.45454545454545453","0.45454545454545453"
"LinearCombinationMatchingRule","Amazon_7374","Covers_44816","0.0",,"The Defence","The Devil Met a Lady (The Toby Peters Mysteries)","The Defence","The Devil Met a Lady (The Toby Peters Mysteries)","0.16666666666666663","0.0","Steve Cavanagh","Stuart M. Kaminsky","Steve Cavanagh","Stuart M. Kaminsky","0.18571428571428572","0.0"
"LinearCombinationMatchingRule","Amazon_13289","Covers_27735","0.7853658536585366",,"The Hitch Hiker's Guide To The Galaxy","The Hitchhiker's Trilogy, Omnibus Edition","The Hitch Hiker's Guide To The Galaxy","The Hitchhiker's Trilogy, Omnibus Edition","0.46341463414634143","0.46341463414634143","Douglas Adams","Douglas Adams","Douglas Adams","Douglas Adams","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_122","Covers_46635","0.12000000000000002",,"Mindsight","Minds (Timbre books)","Mindsight","Minds (Timbre books)","0.30000000000000004","0.30000000000000004","Daniel J Siegel","David Black","Daniel J Siegel","David Black","0.21818181818181817","0.0"
"LinearCombinationMatchingRule","Amazon_12592","Covers_25921","0.5444444444444444",,"The Jeweler's Directory of Gemstones","The Jewels of Tessa Kent: A Novel","The Jeweler's Directory of Gemstones","The Jewels of Tessa Kent: A Novel","0.36111111111111116","0.36111111111111116","Judith Crowe","Judith Krantz","Judith Crowe","Judith Krantz","0.6666666666666666","0.6666666666666666"
"LinearCombinationMatchingRule","Amazon_3315","Covers_6582","1.0",,"Boy","Boy","Boy","Boy","1.0","1.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_13180","Covers_24727","0.49662337662337663",,"The Cartoon History of the Universe","The California Voodoo Game","The Cartoon History of the Universe","The California Voodoo Game","0.3142857142857143","0.3142857142857143","Larry Gonick","Larry Niven","Larry Gonick","Larry Niven","0.6181818181818182","0.6181818181818182"
"LinearCombinationMatchingRule","Amazon_15167","Covers_43426","1.0",,"The Aeneid","The Aeneid","The Aeneid","The Aeneid","1.0","1.0","Virgil","Virgil","Virgil","Virgil","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_11724","Covers_29253","0.3979130434782609",,"The Dressmaker's Secret","The Dreaming Place","The Dressmaker's Secret","The Dreaming Place","0.4347826086956522","0.4347826086956522","Charlotte Betts","Charles De Lint","Charlotte Betts","Charles De Lint","0.37333333333333335","0.37333333333333335"
"LinearCombinationMatchingRule","Amazon_3735","Covers_33245","0.12063492063492065",,"How to Win Friends and Influence People","How to Be Your Little Man's Dad: 365 Things to Do With Your Son","How to Win Friends and Influence People","How to Be Your Little Man's Dad: 365 Things to Do With Your Son","0.3015873015873016","0.3015873015873016","Dale Carnegie","Dan Bolin","Dale Carnegie","Dan Bolin","0.24444444444444444","0.0"
"LinearCombinationMatchingRule","Amazon_2935","Covers_14688","0.19714285714285715",,"The Mitford Girls","The Missing Tooth Mystery (Scooby-Doo Picture Clue, 11)","The Mitford Girls","The Missing Tooth Mystery (Scooby-Doo Picture Clue, 11)","0.2545454545454545","0.0","Mary S. Lovell","Maria S. Barbo","Mary S. Lovell","Maria S. Barbo","0.32857142857142857","0.32857142857142857"
"LinearCombinationMatchingRule","Amazon_1573","Covers_8186","1.0",,"The Death and Life of Great American Cities","The Death and Life of Great American Cities","The Death and Life of Great American Cities","The Death and Life of Great American Cities","1.0","1.0","Jane Jacobs","JANE JACOBS","Jane Jacobs","JANE JACOBS","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_2157","Covers_34744","0.0",,"The Intent to Live","The Incredible Patience of God : (How Come It's Taking Me So Long?)","The Intent to Live","The Incredible Patience of God : (How Come It's Taking Me So Long?)","0.22388059701492535","0.0","Larry Moss","Lane Adams","Larry Moss","Lane Adams","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_11630","Covers_29594","0.16666666666666666",,"The World Until Yesterday","The World of Venice: Revised Edition","The World Until Yesterday","The World of Venice: Revised Edition","0.41666666666666663","0.41666666666666663","Jared Diamond","Jan Morris","Jared Diamond","Jan Morris","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_10630","Covers_40297","0.33350649350649353",,"Made in Abyss Vol. 4","Made in Japan: Akio Morita and Sony","Made in Abyss Vol. 4","Made in Japan: Akio Morita and Sony","0.34285714285714286","0.34285714285714286","Akihito Tsukushi","Akio Morita","Akihito Tsukushi","Akio Morita","0.32727272727272727","0.32727272727272727"
"LinearCombinationMatchingRule","Amazon_12705","Covers_44335","0.3",,"The Pottery Gardener","The Power of Empathy : A Practical Guide to Creating Intimacy, Self-Understandingm and Lasting Love","The Pottery Gardener","The Power of Empathy : A Practical Guide to Creating Intimacy, Self-Understandingm and Lasting Love","0.16161616161616166","0.0","Arthur Parkinson","Arthur P. Ciaramicoli","Arthur Parkinson","Arthur P. Ciaramicoli","0.5","0.5"
"LinearCombinationMatchingRule","Amazon_2629","Covers_28598","0.17142857142857146",,"The Digital Photography Book","The Division Wipe-Off Book","The Digital Photography Book","The Division Wipe-Off Book","0.4285714285714286","0.4285714285714286","Scott Kelby","Scholastic Books","Scott Kelby","Scholastic Books","0.18181818181818182","0.0"
"LinearCombinationMatchingRule","Amazon_10800","Covers_34265","0.0",,"The Walking Dead Volume 25: No Turning Back","The Wager","The Walking Dead Volume 25: No Turning Back","The Wager","0.2093023255813954","0.0","Robert Kirkman","Robin Lee Hatcher","Robert Kirkman","Robin Lee Hatcher","0.2571428571428571","0.0"
"LinearCombinationMatchingRule","Amazon_4783","Covers_8228","1.0",,"The Enormous Crocodile","The Enormous Crocodile","The Enormous Crocodile","The Enormous Crocodile","1.0","1.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_5074","Covers_2251","0.6",,"The BFG","The BFG (Puffin Fiction)","The BFG","The BFG (Puffin Fiction)","0.29166666666666663","0.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_5656","Covers_25404","0.4256410256410257",,"The Ultimate Roblox Book: An Unofficial Guide","The Ultimate Encyclopedia of Science Fiction: The Definitive Illustrated Guide","The Ultimate Roblox Book: An Unofficial Guide","The Ultimate Encyclopedia of Science Fiction: The Definitive Illustrated Guide","0.3717948717948718","0.3717948717948718","David Jagneaux","David Pringle","David Jagneaux","David Pringle","0.46153846153846156","0.46153846153846156"
"LinearCombinationMatchingRule","Amazon_3110","Covers_38587","0.17142857142857146",,"The Motherhood","The Mountains of Eden","The Motherhood","The Mountains of Eden","0.4285714285714286","0.4285714285714286","Jamila Rizvi","Jaroldeen Edwards","Jamila Rizvi","Jaroldeen Edwards","0.25","0.0"
"LinearCombinationMatchingRule","Amazon_4796","Covers_11277","0.86",,"The Borrowers","The Borrowers Afield","The Borrowers","The Borrowers Afield","0.65","0.65","Mary Norton","Mary Norton","Mary Norton","Mary Norton","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_8551","Covers_12857","0.1411764705882353",,"The Five-Minute Writer 2nd Edition","The Final Week of Jesus","The Five-Minute Writer 2nd Edition","The Final Week of Jesus","0.3529411764705882","0.3529411764705882","Margret Geraghty","Max Lucado","Margret Geraghty","Max Lucado","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_17222","Covers_5497","0.6",,"Middlemarch","Middlemarch: A Study of Provincial Life (Signet Classics (Paperback))","Middlemarch","Middlemarch: A Study of Provincial Life (Signet Classics (Paperback))","0.1594202898550725","0.0","George Eliot","George Eliot","George Eliot","George Eliot","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16569","Covers_26568","0.0",,"The Great Partnership","The Great Influenza: The Epic Story of the Deadliest Plague In History","The Great Partnership","The Great Influenza: The Epic Story of the Deadliest Plague In History","0.24285714285714288","0.0","Jonathan Sacks","John M. Barry","Jonathan Sacks","John M. Barry","0.2","0.0"
"LinearCombinationMatchingRule","Amazon_9002","Covers_8996","0.7791044776119402",,"The Filmmaker's Handbook 2013 Edition","The Filmmaker's Handbook: A Comprehensive Guide for the Digital Age","The Filmmaker's Handbook 2013 Edition","The Filmmaker's Handbook: A Comprehensive Guide for the Digital Age","0.4477611940298507","0.4477611940298507","Steven Ascher","Steven Ascher","Steven Ascher","Steven Ascher","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15328","Covers_7050","1.0",,"Going Solo","Going Solo","Going Solo","Going Solo","1.0","1.0","Roald Dahl","Roald Dahl","Roald Dahl","Roald Dahl","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_6329","Covers_15254","0.32",,"The Leatherworking Handbook","The Leopard Hat: A Daughter's Story","The Leatherworking Handbook","The Leopard Hat: A Daughter's Story","0.2857142857142857","0.0","Valerie Michael","Valerie Steiker","Valerie Michael","Valerie Steiker","0.5333333333333333","0.5333333333333333"
"LinearCombinationMatchingRule","Amazon_3791","Covers_8392","0.20869565217391306",,"The Making of a Manager","The Makioka Sisters","The Making of a Manager","The Makioka Sisters","0.5217391304347826","0.5217391304347826","Julie Zhuo","Junichiro Tanizaki","Julie Zhuo","Junichiro Tanizaki","0.24","0.0"
"LinearCombinationMatchingRule","Amazon_2940","Covers_416","0.8040816326530612",,"The Diary of a Young Girl","The Diary of a Young Girl: The Definitive Edition","The Diary of a Young Girl","The Diary of a Young Girl: The Definitive Edition","0.5102040816326531","0.5102040816326531","Anne Frank","Anne Frank","Anne Frank","Anne Frank","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_16560","Covers_4900","0.9",,"Shepherding A Child's Heart Handbook","Shepherding a Child's Heart","Shepherding A Child's Heart Handbook","Shepherding a Child's Heart","0.75","0.75","Tedd Tripp","Tedd Tripp","Tedd Tripp","Tedd Tripp","1.0","1.0"
"LinearCombinationMatchingRule","Amazon_15310","Covers_22978","0.0",,"The Days Run Away Like Wild Horses","The Daffodils","The Days Run Away Like Wild Horses","The Daffodils","0.2647058823529411","0.0","Charles Bukowski","Christi Killien","Charles Bukowski","Christi Killien","0.2","0.0"
